name,name_norm,is_active,count,example
ゴミ箱製作,ゴミ箱製作,true,2,ゴミ箱製作
作業台製作,作業台製作,true,2,作業台製作
リッド組替,リッド組替,true,2,フロントリッド組替
マーク,マーク,true,2,マーク交換
配線ガード,配線ガード,true,2,右配線ガード脱着鈑金
エアークッション,エアークッション,true,2,フロントエアークッション左右取替
アンテナ,アンテナ,true,2,アンテナ脱着位置替え
事故,事故,true,2,事故修理
ケ,ケ,true,2,1ケ鈑金修理
バックミラーアーム,バックミラーアーム,true,2,右バックミラーアーム脱着
ステップ穴掘り付替え,ステップ穴掘り付替え,true,2,ステップ穴掘り付替え加工
クッションボード,クッションボード,true,2,クッションボード脱着応急付替え修理及び取替加工
付替え 及び,付替え 及び,true,2,クッションボード脱着応急付替え修理及び取替加工
プラットホーム縞鋼板亀裂 処置,プラットホーム縞鋼板亀裂 処置,true,2,プラットホーム異音点検・プラットホーム縞鋼板亀裂応急処置・バッテリー蓋蝶番修正ブッシュ貼付
バッテリー蓋蝶番,バッテリー蓋蝶番,true,2,プラットホーム異音点検・プラットホーム縞鋼板亀裂応急処置・バッテリー蓋蝶番修正ブッシュ貼付
清掃作業,清掃作業,true,2,清掃作業
ダッシュボード 部,ダッシュボード 部,true,2,ダッシュボード1部脱着
アシストグリップ,アシストグリップ,true,2,アシストグリップ取り付け破損部分鈑金溶接
通しパイプ切替,通しパイプ切替,true,2,通しパイプ切替鈑金
ウィング枠骨破損部分,ウィング枠骨破損部分,true,2,右ウィング枠骨破損部分修正溶接
ツイストロックハンドル,ツイストロックハンドル,true,2,ツイストロックハンドル取付
スロットルハンドル,スロットルハンドル,true,2,左センタースロットルハンドル切断
月 日ドライバーシート肘掛け,月 日ドライバーシート肘掛け,true,2,1月15日ドライバーシート肘掛け脱着分解応急修理
リレーバルブ清掃,リレーバルブ清掃,true,2,リレーバルブ清掃取替
歩み板,歩み板,true,2,歩み板取付ボルト折れ込み修理3本
ダイナモ,ダイナモ,true,2,ダイナモ修正
ブッシュ製作,ブッシュ製作,true,2,1本ブッシュ製作応急固定加工
ショートパーツ(ボルト,ショートパーツ(ボルト,true,2,ショートパーツ(ボルト
カラー,カラー,true,2,カラー
ブッシュゴム),ブッシュゴム),true,2,ブッシュゴム)
部分切り替え,部分切り替え,true,2,左腐食部分切り替え加工溶接
Aパイプ(UD支給品 ),Aパイプ(UD支給品 ),true,2,20Aパイプ(UD支給品1本)
ねじ穴製作,ねじ穴製作,true,2,ねじ穴製作
見積,見積,true,2,煽りドア点検見積
ナンバープレートステイ,ナンバープレートステイ,true,2,左ナンバープレートステイ修正折損溶接
シートデッキ,シートデッキ,true,2,シートデッキ左ブラケット修正亀裂溶接
コーナーポスト,コーナーポスト,true,2,コーナーポスト取替加工
ドア捻じれ,ドア捻じれ,true,2,ドア捻じれ修正
ドアストッパーボルト折れ込み,ドアストッパーボルト折れ込み,true,2,右ドアストッパーボルト折れ込み修理2本
サイドガード カ所,サイドガード カ所,true,2,左右サイドガード5カ所溶接
側亀裂,側亀裂,true,2,左右フレーム前側亀裂溶接
煽りドア中板 カ所リベット留め,煽りドア中板 カ所リベット留め,true,2,左右煽りドア中板20カ所リベット留め加工(材料込み)
(部品代金含む),(部品代金含む),true,2,左右煽りドア中板20カ所リベット留め加工(部品代金含む)
煽りドアリベット,煽りドアリベット,true,2,左右煽りドアリベット打ち替え加工(部品代金含む)
ニップル折れ込み,ニップル折れ込み,true,2,ニップル折れ込み取替
床枠ボルト折れ込み,床枠ボルト折れ込み,true,2,左右床枠ボルト折れ込み修理2本
ミラーアーム付替え,ミラーアーム付替え,true,2,右ミラーアーム付替え
作業 回,作業 回,true,2,コーナーパネル脱着作業3回
メッキガーニッシュ張り,メッキガーニッシュ張り,true,2,メッキガーニッシュ張り貼付
装,装,true,2,外装点検
歯止め入れ付替え,歯止め入れ付替え,true,2,歯止め入れ付替え
キャブチルドシリンダーオイルホース,キャブチルドシリンダーオイルホース,true,2,キャブチルドシリンダーオイルホース2本取替
ステーボルト折れ込み,ステーボルト折れ込み,true,2,左右ステーボルト折れ込み修理
リヤフェンダー穴掘り,リヤフェンダー穴掘り,true,2,右リヤフェンダー穴掘り取替加工
ホイールカバー全輪,ホイールカバー全輪,true,2,ホイールカバー全輪脱着
チャージパイプ,チャージパイプ,true,2,チャージパイプ交換
テールパイプバンド,テールパイプバンド,true,2,テールパイプバンド脱着折損修正溶接
スケット付替え,スケット付替え,true,2,左煽りドア交換・スケット付替え加工
三角リフレクター 枚,三角リフレクター 枚,true,2,三角リフレクター2枚取替
ろ煽りドア補助装置,ろ煽りドア補助装置,true,2,左後ろ煽りドア補助装置取替
ウィングガスケット,ウィングガスケット,true,2,右ウィングガスケット交換
プラットホーム 枚,プラットホーム 枚,true,2,プラットホーム1枚交換
バッテリー蓋キャッチ,バッテリー蓋キャッチ,true,2,バッテリー蓋キャッチ脱着応急修理
ピンカット製作,ピンカット製作,true,2,ピンカット製作
ガイドステイ製作,ガイドステイ製作,true,2,ガイドステイ製作
台車ブレーキハンドル嚙み込み,台車ブレーキハンドル嚙み込み,true,2,台車ブレーキハンドル嚙み込み修理
リヤゲート亀裂 ステン,リヤゲート亀裂 ステン,true,2,リヤゲート亀裂応急ステン溶接
アルミ押さえステイ製作,アルミ押さえステイ製作,true,2,アルミ押さえステイ製作取付2枚
wナット,wナット,true,2,wナット2個取付
サイドブレーキブラケット亀裂,サイドブレーキブラケット亀裂,true,2,サイドブレーキブラケット亀裂溶接
部 カ所穴掘り,部 カ所穴掘り,true,2,サイドバンパー取付部2カ所穴掘り加工12ボルト2本取付(部品代金込み)
(部品代金込み),(部品代金込み),true,2,サイドバンパー取付部2カ所穴掘り加工12ボルト2本取付(部品代金込み)
マフラーテールパイプブラケット,マフラーテールパイプブラケット,true,2,マフラーテールパイプブラケット脱着応急修理
反射板ステイ,反射板ステイ,true,2,反射板ステイ曲がり直し
オイルミストセパレーター,オイルミストセパレーター,true,2,オイルミストセパレーター交換
プロペラシャフトガード,プロペラシャフトガード,true,2,プロペラシャフトガード折損溶接
バックカメラステイ製作,バックカメラステイ製作,true,2,バックカメラステイ製作取付加工
ドライバーシートリクライニング,ドライバーシートリクライニング,true,2,ドライバーシートリクライニング応急修理
ケーブルガード,ケーブルガード,true,2,左ケーブルガード脱着加工
フェンダー補強ステイ,フェンダー補強ステイ,true,2,左右フェンダー補強ステイ4本取付加工
散水車,散水車,true,2,散水車フロントバンパー前側配管取付加工(部品持ち込み)
側配管,側配管,true,2,散水車フロントバンパー前側配管取付加工(部品持ち込み)
(部品持ち込み),(部品持ち込み),true,2,散水車フロントバンパー前側配管取付加工(部品持ち込み)
メイン燃料タンク,メイン燃料タンク,true,2,メイン燃料タンク取替
mmボルトASSY,mmボルトASSY,true,2,12mmボルトASSY交換
カ所ステイ 曲げ鋼材製作,カ所ステイ 曲げ鋼材製作,true,2,工具箱前後2カ所ステイ腐食曲げ鋼材製作溶接鈑金修理
クロスメンバー 鋼板,クロスメンバー 鋼板,true,2,クロスメンバー腐食鋼板貼付溶接修理
エアタンクステイ 補強,エアタンクステイ 補強,true,2,エアタンクステイ腐食補強取り付け溶接鈑金修理
フレーム 鋼板,フレーム 鋼板,true,2,左フレーム腐食鋼板貼付溶接鈑金修理
解除,解除,true,2,カプラー点検解除
架台ジョルダーホイストステイ,架台ジョルダーホイストステイ,true,2,架台ジョルダーホイストステイ折損修正応急取り付け溶接
鳥居錆落とし,鳥居錆落とし,true,2,鳥居錆落とし応急塗装
ウィングホイストオイルブラケット,ウィングホイストオイルブラケット,true,2,ウィングホイストオイルブラケット脱着
亀裂補強,亀裂補強,true,2,ステイ脱着亀裂補強取り付け溶接
ステップステイ,ステップステイ,true,2,左右ステップステイ修正
サイドバンパーステイ,サイドバンパーステイ,true,2,右サイドバンパーステイ脱着
サーモバルブ,サーモバルブ,true,2,サーモバルブ取付ボルト折れ込み修理
A,A,true,2,25A
ボデー床面滑り止め,ボデー床面滑り止め,true,2,ボデー床面滑り止め貼り付け
カプラースイッチブラケット,カプラースイッチブラケット,true,2,カプラースイッチブラケット取付加工
ろキャッチ,ろキャッチ,true,2,後ろキャッチ脱着鈑金修理
バイザー組替,バイザー組替,true,2,バイザー組替
ウィングホース,ウィングホース,true,2,右ウィングホース取替加工
キャブマウントリンク,キャブマウントリンク,true,2,キャブマウントリンク脱着
リンクブッシュ,リンクブッシュ,true,2,リンクブッシュ交換
ホーン,ホーン,true,2,ホーン脱着
キャブサスレベリングバルブ,キャブサスレベリングバルブ,true,2,キャブサスレベリングバルブ交換
側ステイ,側ステイ,true,2,前側ステイ脱着折損修正補強取付溶接
階,階,true,2,2階左右フロアー可動パネル蝶番折損修正溶接2ヵ所
バンパーフラッシャー,バンパーフラッシャー,true,2,バンパーフラッシャー交換
バンパー 引出し,バンパー 引出し,true,2,バンパー応急引出し
テールライトカバー,テールライトカバー,false,1,右テールランプカバー取付
ステンテールライトブラケット,ステンテールライトブラケット,false,1,ステンテールランプブラケット応急曲がり直し
テールライト穴,テールライト穴,false,1,テールランプ穴切断加工
バックライトステー,バックライトステー,false,1,左右バックランプステー脱着鈑金
テールライトレンズ組替,テールライトレンズ組替,false,1,左右テールランプレンズ組替取替
バックライトステーブラケット製作,バックライトステーブラケット製作,false,1,バックランプステーブラケット製作
コーナーリングライト,コーナーリングライト,false,1,右コーナーリングランプ取替取付部分修正
メッキコーナーライトベゼル,メッキコーナーライトベゼル,false,1,メッキコーナーランプベゼル取替
ホースクライト,ホースクライト,false,1,ホースクランプ脱着
ルームライト,ルームライト,false,1,ルームランプ脱着
フォグライトカバー付替え,フォグライトカバー付替え,false,1,フォグランプカバー付替え
ライトブラケット,ライトブラケット,false,1,右ライトブラケット取替
ライトブラケットASSY,ライトブラケットASSY,false,1,右ライトブラケットASSY取替
ケーブルクライト,ケーブルクライト,false,1,ケーブルクランプ2個取替
ドレインコックワイヤークライト,ドレインコックワイヤークライト,false,1,ドレインコックワイヤークランプ取替
クライト止めボルト,クライト止めボルト,false,1,クランプ止めボルト切断取替溶接2本
テールライト付替,テールライト付替,false,1,左右テールランプ付替
バックライトステー 製作,バックライトステー 製作,false,1,左右バックランプステー2本製作取付加工
ライトステー,ライトステー,false,1,ライトステー鈑金
連テールライト,連テールライト,false,1,左3連テールランプ脱着加工
フォグライトベゼル取り換え,フォグライトベゼル取り換え,false,1,右フィニッシャー脱着フォグランプベゼル取り換え
パイプクライトステー,パイプクライトステー,false,1,パイプクランプステー脱着
テールライト取り換え,テールライト取り換え,false,1,左テールランプ取り換え
ヘッドライトステー,ヘッドライトステー,false,1,ヘッドライトステー鈑金
テールライト配線留め,テールライト配線留め,false,1,テールランプ配線留め6個取付溶接
ヘッドライト持込,ヘッドライト持込,false,1,左ヘッドライト持込取替
フォグライト持込,フォグライト持込,false,1,左フォグランプ持込取替
ライト一式,ライト一式,false,1,右ライト一式交換
サイドガードライトゲージコーナー製作,サイドガードライトゲージコーナー製作,false,1,右サイドガードライトゲージコーナー製作取付溶接
ろテールライト防振ゴム 所,ろテールライト防振ゴム 所,false,1,左後ろテールランプ防振ゴム3ヶ所取替加工
テールライトステイステン,テールライトステイステン,false,1,右テールランプステイステン溶接
フォグライト引出し,フォグライト引出し,false,1,左フォグランプ引出し
フォグライト球,フォグライト球,false,1,フォグランプ球取替
ハザードライトレンズ,ハザードライトレンズ,false,1,ハザードランプレンズ2個交換
フォグライト付替え,フォグライト付替え,false,1,フォグランプ付替え
側テールライト,側テールライト,false,1,右側テールランプ脱着
ライトステイ,ライトステイ,false,1,ライトステイ曲がり直し
パイプクライト,パイプクライト,false,1,パイプクランプ脱着加工
観音扉クライト,観音扉クライト,false,1,観音扉クランプ塗装
マーカーライト こ,マーカーライト こ,false,1,マーカーランプ4こ塗装
テールライト配線引き換え清掃,テールライト配線引き換え清掃,false,1,テールランプ配線引き換え清掃
バックライトステイ製作,バックライトステイ製作,false,1,左バックランプステイ製作取替
テールライトステイ,テールライトステイ,false,1,左テールランプステイ脱着鈑金
フォグライトステイ,フォグライトステイ,false,1,左右フォグランプステイ取り外し
センサー付替え,センサー付替え,false,1,センサー付替え
ノックスセンサー,ノックスセンサー,false,1,ノックスセンサー取付ボルト折れ込み取外しタップ掛け加工2本
レベリングセンサー,レベリングセンサー,false,1,レベリングセンサー修正
センサーボルト折れ込み,センサーボルト折れ込み,false,1,センサーボルト折れ込み取外し修正
NOXセンサーボルト折れ込み,NOXセンサーボルト折れ込み,false,1,NOXセンサーボルト折れ込み取外し修正
センサー付替,センサー付替,false,1,センサー付替
センサー及びブラケット,センサー及びブラケット,false,1,センサー及びブラケット脱着
サイドセンサー付替え,サイドセンサー付替え,false,1,左サイドセンサー付替え
センサーカバー,センサーカバー,false,1,センサーカバー
側踊場縞鋼板,側踊場縞鋼板,false,1,バッテリー上側踊場縞鋼板脱着曲がり直し
ストライカー曲がり,ストライカー曲がり,false,1,ストライカー曲がり調整異音止め加工
止め,止め,false,1,ストライカー曲がり調整異音止め加工
観音扉蝶番,観音扉蝶番,false,1,左観音扉蝶番脱着調整
レギュレター,レギュレター,false,1,レギュレター脱着
安全ガラスアウターカバー,安全ガラスアウターカバー,false,1,安全ガラスアウターカバー脱着異音防止加工
サニーホース,サニーホース,false,1,右サニーホース取り外し
押えボルト折れ込み,押えボルト折れ込み,false,1,押えボルト折れ込み取替加工2本
コボレーンシャフト,コボレーンシャフト,false,1,右コボレーンシャフト曲がり直し
ウイングシート,ウイングシート,false,1,右ウイングシート下側脱着張替
ウイング枠骨ステー 部分,ウイング枠骨ステー 部分,false,1,右ウイング枠骨ステー腐食部分切断付け替え溶接
枠 部分,枠 部分,false,1,枠腐食部分切断フラットバー切替溶接
フラットバー切替,フラットバー切替,false,1,枠腐食部分切断フラットバー切替溶接
リベット打ち換え,リベット打ち換え,false,1,リベット打ち換え
サイドガードステー 部補強リブ,サイドガードステー 部補強リブ,false,1,左右サイドガードステー3本腐食折損部補強リブ取付加工溶接
ろ差し込み口,ろ差し込み口,false,1,タイコマフラー後ろ差し込み口鈑金
所イコライザーロックピン,所イコライザーロックピン,false,1,左右3ヶ所イコライザーロックピン修正ロック切断固定溶接
駄,駄,false,1,ロック下駄取付加工溶接
ろセイコーラックアーム,ろセイコーラックアーム,false,1,右後ろセイコーラックアーム応急曲がり直し
煽り蝶番ピン,煽り蝶番ピン,false,1,煽り蝶番ピン取付穴掘り加工3本
フック制作,フック制作,false,1,右前煽りキャッチ脱着フック制作取付加工溶接
ろ横根太 部,ろ横根太 部,false,1,後ろ横根太折損部修正
ステー付け替え,ステー付け替え,false,1,ステー付け替え溶接
床板破損部補強リブ入れ,床板破損部補強リブ入れ,false,1,左前床板破損部補強リブ入れ溶接
リヤゲート戸当たりゴム,リヤゲート戸当たりゴム,false,1,リヤゲート戸当たりゴム取付
ワッシャー追加,ワッシャー追加,false,1,ワッシャー追加取付
ウイング蝶番グリスアップ,ウイング蝶番グリスアップ,false,1,ウイング蝶番グリスアップ
ろステンウィングキャッチ受け,ろステンウィングキャッチ受け,false,1,右後ろステンウィングキャッチ受け脱着曲がり直し
UDPCマフラー,UDPCマフラー,false,1,UDPCマフラー取外し
廃棄,廃棄,false,1,フラットバー切断廃棄
押えアングル止め,押えアングル止め,false,1,押えアングル止め加工
側中板 分切替,側中板 分切替,false,1,左観音扉下側中板一部分切替加工
開き止め付替え,開き止め付替え,false,1,開き止め付替え加工
側中板切替ステー,側中板切替ステー,false,1,右観音扉下側中板切替ステー取付加工
キャッチシャフト,キャッチシャフト,false,1,キャッチシャフト加工
裏鋼板切替接着,裏鋼板切替接着,false,1,裏鋼板切替接着加工
トタン,トタン,false,1,材料  トタン
木材,木材,false,1,木材
接着剤,接着剤,false,1,接着剤
ボルト一式,ボルト一式,false,1,ボルト一式
踊場枠,踊場枠,false,1,踊場枠脱着
ろウイングキャッチブラケット 部補強リブ,ろウイングキャッチブラケット 部補強リブ,false,1,左ウイング後ろウイングキャッチブラケット折損部補強リブ取付加工
シートカバー,シートカバー,false,1,シートカバー修正取付加工
ボデー床板破損部分 所,ボデー床板破損部分 所,false,1,ボデー床板破損部分3ヶ所張替加工
ウィングシート破れ部分補修シート,ウィングシート破れ部分補修シート,false,1,ウィングシート破れ部分補修シート貼付コーキング止め6か所
コーキング止め か所,コーキング止め か所,false,1,ウィングシート破れ部分補修シート貼付コーキング止め6か所
エアタンクドレインコック,エアタンクドレインコック,false,1,エアタンクドレインコック取替
エアーホース,エアーホース,false,1,エアーホース取り外し
アウトリガーブラケット,アウトリガーブラケット,false,1,アウトリガーブラケット曲がり直し
アウトリガー突っ張りステー,アウトリガー突っ張りステー,false,1,左アウトリガー突っ張りステー取替
ステー一式,ステー一式,false,1,ステー一式取替
フェンダーブラケット,フェンダーブラケット,false,1,左リアフェンダーブラケット2本曲がり直し取付フェンダー2枚取替
フェンダー 枚,フェンダー 枚,false,1,左リアフェンダーブラケット2本曲がり直し取付フェンダー2枚取替
コンデンサーステー,コンデンサーステー,false,1,コンデンサーステー鈑金亀裂溶接
メンバーサポート,メンバーサポート,false,1,メンバーサポート鈑金亀裂溶接
サイドパネル引出し,サイドパネル引出し,false,1,サイドパネル引出し修正
フレキシブルパイプ,フレキシブルパイプ,false,1,フレキシブルパイプ取替
サイドガードマフラーパイプガード枠,サイドガードマフラーパイプガード枠,false,1,右サイドガードマフラーパイプガード枠鈑金
ろウイングキャッチ,ろウイングキャッチ,false,1,左右後ろウイングキャッチ取替
バンパーグリル付替,バンパーグリル付替,false,1,バンパーグリル付替
スカート付替,スカート付替,false,1,スカート付替
配線付替,配線付替,false,1,配線付替
ハウジング,ハウジング,false,1,ハウジング取り付けボルト折れ込み取外し加工
スタッドボルト,スタッドボルト,false,1,腐食スタッドボルト取外し加工
ドライブシャフト,ドライブシャフト,false,1,右ドライブシャフト脱着
ドライバーシートassy,ドライバーシートassy,false,1,ドライバーシートassy脱着
リクライニングシート分解破損部,リクライニングシート分解破損部,false,1,リクライニングシート分解破損部鈑金溶接
シートブラケット増し締め,シートブラケット増し締め,false,1,シートブラケット増し締め点検
幌骨差込口,幌骨差込口,false,1,幌骨差込口脱着6ミリリベット打替え
タイコマフラーバンド,タイコマフラーバンド,false,1,タイコマフラーバンド脱着折損部取付溶接10ミリボルト2本切断取替
ウイングキャッチ,ウイングキャッチ,false,1,ウイングキャッチ取替
ウイングシート幌骨パイプ切替,ウイングシート幌骨パイプ切替,false,1,右前ウイングシート幌骨パイプ切替溶接
泥除け,泥除け,false,1,左右泥除け後ろ煽りドアスケット取替
補強プレート穴掘り,補強プレート穴掘り,false,1,補強プレート穴掘り加工取替
ドアパネル捻じれ直し,ドアパネル捻じれ直し,false,1,ドアパネル捻じれ直し
観音扉ハンドルシャフト 固着錆落とし,観音扉ハンドルシャフト 固着錆落とし,false,1,左右観音扉ハンドルシャフト4本固着錆落とし修正
可動,可動,false,1,可動修正
鋼板ブッシュゴム,鋼板ブッシュゴム,false,1,鋼板ブッシュゴム張替加工
フェンダー泥除けゴム,フェンダー泥除けゴム,false,1,右前フェンダー泥除けゴム取替加工
嚙み込み ミリボルト,嚙み込み ミリボルト,false,1,嚙み込み10ミリボルト取替加工1本
コンテナロックレバー 部,コンテナロックレバー 部,false,1,コンテナロックレバー折損部切断曲がり直し溶接
部品組み換え付替,部品組み換え付替,false,1,部品組み換え付替
グリル付替え,グリル付替え,false,1,フロントグリル付替え
キャスターストッパー延長,キャスターストッパー延長,false,1,ボデー左右キャスターストッパー延長加工製作
サブフレームブラケット亀裂カット,サブフレームブラケット亀裂カット,false,1,左右サブフレームブラケット亀裂カット溶接
集合管,集合管,false,1,集合管穴埋め溶接5カ所
ブッシュゴム貼替,ブッシュゴム貼替,false,1,ブッシュゴム貼替
観音扉シャフト,観音扉シャフト,false,1,観音扉シャフト応急曲がり直し溶接
リヤバンパーカバー,リヤバンパーカバー,false,1,リヤバンパーカバー取付
ウイングスイッチ,ウイングスイッチ,false,1,ウイングスイッチ脱着
部品込み,部品込み,false,1,部品込み
側破損部,側破損部,false,1,右側破損部応急修正
ブラケット製作切替,ブラケット製作切替,false,1,ブラケット製作切替溶接
支柱パイプ,支柱パイプ,false,1,支柱パイプ曲がり直し鈑金
幌,幌,false,1,幌右上雨漏れ応急補修テープ貼コーキング留め
雨漏れ 補修テープ貼コーキング留め,雨漏れ 補修テープ貼コーキング留め,false,1,幌右上雨漏れ応急補修テープ貼コーキング留め
タイヤ灯ステー製作,タイヤ灯ステー製作,false,1,タイヤ灯ステー製作塗装取付溶接
押さえ製作,押さえ製作,false,1,押さえ製作取付
バンパースポイラー,バンパースポイラー,false,1,バンパースポイラー脱着
フェンダーブラケット 部,フェンダーブラケット 部,false,1,左フェンダーブラケット折損部取付加工溶接
ウイングシートあまもれ,ウイングシートあまもれ,false,1,ウイングシートあまもれ点検
シート袋水抜き補修,シート袋水抜き補修,false,1,シート袋水抜き補修
装 補修テープ,装 補修テープ,false,1,内装応急補修テープ貼付
天井破れ部分テープ,天井破れ部分テープ,false,1,天井破れ部分テープ貼付コーキング補修
泥除けボルト止め式アングル製作,泥除けボルト止め式アングル製作,false,1,泥除けボルト止め式アングル製作取付加工
リヤバンパーステーカバー制作,リヤバンパーステーカバー制作,false,1,左右リヤバンパーステーカバー制作取付溶接
マニュホルド折れ込みスタッドボルト,マニュホルド折れ込みスタッドボルト,false,1,マニュホルド折れ込みスタッドボルト2本取外し加工
スプリングバンドカット,スプリングバンドカット,false,1,左右フロントスプリングバンドカット修正溶接
ボード,ボード,false,1,ボード
部分ステー引出し,部分ステー引出し,false,1,取付部分ステー引出し修正
メッキミラー,メッキミラー,false,1,右メッキミラー取替
ドアパネル付替,ドアパネル付替,false,1,右ドアーパネル付替
レギュレーター付替,レギュレーター付替,false,1,レギュレーター付替
ラッチ付替,ラッチ付替,false,1,ラッチ付替
蝶番付替,蝶番付替,false,1,蝶番付替
メッキコーナーバンパー,メッキコーナーバンパー,false,1,右メッキコーナーバンパー修正
ブレーキペダル,ブレーキペダル,false,1,ブレーキペダル脱着修正
ピーラー切替,ピーラー切替,false,1,右ピーラー切替
グリップ,グリップ,false,1,グリップ取替
リーンホースメントパネル,リーンホースメントパネル,false,1,リーンホースメントパネル切断鈑金
捻じれ直し,捻じれ直し,false,1,キャブ脱着捻じれ直し
梯子,梯子,false,1,右梯子脱着
ピーラーヒンジ,ピーラーヒンジ,false,1,右前ピーラーヒンジ取付部分鈑金修正
ミラーASSY,ミラーASSY,false,1,右ミラーASSY脱着
風防補強ステー,風防補強ステー,false,1,風防補強ステー溶接
泥除けゴム化粧板,泥除けゴム化粧板,false,1,泥除けゴム化粧板脱着付替え加工
シャフトカバー,シャフトカバー,false,1,シャフトカバー脱着
コボレーンモーター,コボレーンモーター,false,1,右コボレーンモーター取替
コボレーンモータープーリー,コボレーンモータープーリー,false,1,コボレーンモータープーリー切断取替溶接
側枠骨 部ステンリブ入れ,側枠骨 部ステンリブ入れ,false,1,コボレーン前側枠骨折損部ステンリブ入れ溶接
アッパーヒンジASSY,アッパーヒンジASSY,false,1,リヤゲート左右アッパーヒンジASSY切断取替溶接
リヤゲート捻じれ直し,リヤゲート捻じれ直し,false,1,リヤゲート捻じれ直し塗装
リヤゲートヒンジ部分 切替,リヤゲートヒンジ部分 切替,false,1,リヤゲートヒンジ部分腐食切替加工溶接
踊場フレーム亀裂カット,踊場フレーム亀裂カット,false,1,踊場フレーム亀裂カット溶接
縞鋼板 部ワッシャー,縞鋼板 部ワッシャー,false,1,縞鋼板折損部ワッシャー取付
ジャバラパイプブラケット,ジャバラパイプブラケット,false,1,ジャバラパイプブラケット脱着
パチ当て,パチ当て,false,1,エキゾーストパイプ前側腐食切断パチ当て加工溶接
ステップバンパーボルト,ステップバンパーボルト,false,1,ステップバンパーボルト取替
ギヤ嚙み込み,ギヤ嚙み込み,false,1,ギヤ嚙み込み修理
シートギヤハンドル,シートギヤハンドル,false,1,シートギヤハンドル脱着分解ロック修理
分解ロック,分解ロック,false,1,シートギヤハンドル脱着分解ロック修理
マットガード,マットガード,false,1,左マットガード脱着
ジャバラパイプガード,ジャバラパイプガード,false,1,左ジャバラパイプガード脱着
ボデー床板,ボデー床板,false,1,ボデー床板前側腐食切断床板張替加工
側床板,側床板,false,1,中央前側床板張替段付き加工
段付き,段付き,false,1,中央前側床板張替段付き加工
側床鉄板 切替,側床鉄板 切替,false,1,中央前側床鉄板腐食切替加工溶接
振れ止め 部カットステン,振れ止め 部カットステン,false,1,振れ止め折損部カットステン溶接
フィニッシャーステー,フィニッシャーステー,false,1,フィニッシャーステー脱着曲がり直し
コボレーン枠,コボレーン枠,false,1,左コボレーン枠切断曲がり直しステン溶接
ステン鋼板 枚,ステン鋼板 枚,false,1,ステン鋼板1枚脱着曲がり直し付替え加工
ジャバラパイプステー,ジャバラパイプステー,false,1,ジャバラパイプステー脱着
側 部分切り替え,側 部分切り替え,false,1,ジャバラパイプ下側腐食部分切り替え加工溶接
スケットアームピン,スケットアームピン,false,1,右前スケットアームピン取付
ツイストロックリターンスプリング,ツイストロックリターンスプリング,false,1,ツイストロックリターンスプリング取付
マニュホルド,マニュホルド,false,1,マニュホルド脱着
ガスケット,ガスケット,false,1,ガスケット取替
側 パイプ,側 パイプ,false,1,タイコマフラー前側腐食パイプ切断取替加工溶接
工具箱押さえ制作,工具箱押さえ制作,false,1,工具箱押さえ制作取付
穴掘りボルト 止め,穴掘りボルト 止め,false,1,穴掘りボルト2本止め固定加工
タップ掛けボルト,タップ掛けボルト,false,1,左前サイドガードステー修正タップ掛けボルト取付
床縞鋼板,床縞鋼板,false,1,ボデー中央床縞鋼板切断取替加工溶接
縞板底床板 部分,縞板底床板 部分,false,1,縞板底床板腐食部分張替加工
Aパイプ 所切り替え,Aパイプ 所切り替え,false,1,20Aパイプ1ヶ所切り替え加工溶接
サイドガード 部 カ所,サイドガード 部 カ所,false,1,右サイドガード折損部2カ所修正溶接
あパイプメートル 切り替え,あパイプメートル 切り替え,false,1,20あパイプメートル1本切り替え加工溶接
部 カ所,部 カ所,false,1,折損部2カ所修正溶接
カーテンレール製作,カーテンレール製作,false,1,カーテンレール製作取替加工
付替えリング,付替えリング,false,1,カーテン脱着付替えリング切断取替加工
タカラポストキャッチ,タカラポストキャッチ,false,1,タカラポストキャッチ取替
追加,追加,false,1,ブッシュゴム脱着追加加工
ボルト ミリ穴掘り,ボルト ミリ穴掘り,false,1,スケット固定ボルト10ミリ穴掘り取替加工2本
ガードステー,ガードステー,false,1,ガードステー脱着
スケット補強ブラケット 枚,スケット補強ブラケット 枚,false,1,スケット補強ブラケット4枚脱着
ナンバープレート封印,ナンバープレート封印,false,1,ナンバープレート封印取外し
側 部分パイプ切替,側 部分パイプ切替,false,1,ジャバラパイプ下側腐食部分パイプ切替加工溶接
クッションゴム,クッションゴム,false,1,クッションゴム取替貼付2枚
サイドガードステン化粧板,サイドガードステン化粧板,false,1,左サイドガードステン化粧板脱着両面テープ貼り付け
リベット 増し打ち,リベット 増し打ち,false,1,リベット2本増し打ち加工
モール付替,モール付替,false,1,モール付替
スカート,スカート,false,1,スカート取替
メッキコーナーベゼル,メッキコーナーベゼル,false,1,右メッキコーナーベゼル取替
ウィングキャッチ受けステンステー,ウィングキャッチ受けステンステー,false,1,右前ウィングキャッチ受けステンステー脱着曲がり直し
部支柱,部支柱,false,1,ステー取付部支柱脱着6ミリリベット止め加工
ミリリベット止め,ミリリベット止め,false,1,ステー取付部支柱脱着6ミリリベット止め加工
クッションステー,クッションステー,false,1,クッションステー取替
燃料タンクホースバンド,燃料タンクホースバンド,false,1,燃料タンクホースバンド取替
滑り止め貼替,滑り止め貼替,false,1,滑り止め貼替
サイドパネル,サイドパネル,false,1,左サイドパネル取替加工
